state,city,RDPC
RS,Presidente Lucena/RS,739.9
MA,Presidente Médici/MA,201.15
RO,Presidente Médici/RO,520.2
SC,Presidente Nereu/SC,934.37
MG,Presidente Olegário/MG,546.68
SP,Presidente Prudente/SP,1080.22
MA,Presidente Sarney/MA,164.13
BA,Presidente Tancredo Neves/BA,270.35
MA,Presidente Vargas/MA,149.19
SP,Presidente Venceslau/SP,846.18
RO,Primavera de Rondônia/RO,442.61
MT,Primavera do Leste/MT,990.05
PA,Primavera/PA,279.74
PE,Primavera/PE,281.27
MA,Primeira Cruz/MA,129.85
PR,Primeiro de Maio/PR,604.96
PB,Princesa Isabel/PB,334.74
SC,Princesa/SC,626.1
GO,Professor Jamil/GO,526.65
RS,Progresso/RS,643.93
SP,Promissão/SP,726.0
SE,Propriá/SE,400.35
RS,Protásio Alves/RS,972.84
MG,Prudente de Morais/MG,481.48
PR,Prudentópolis/PR,497.84
TO,Pugmil/TO,380.52
RN,Pureza/RN,198.93
RS,Putinga/RS,826.94
PB,Puxinanã/PB,283.93
AL,Pão de Açúcar/AL,224.33
BA,Pé de Serra/BA,257.45
PR,Pérola d'Oeste/PR,613.32
PR,Pérola/PR,637.59
SP,Quadra/SP,625.35
RS,Quaraí/RS,528.64
MG,Quartel Geral/MG,539.78
PR,Quarto Centenário/PR,723.41
PR,Quatiguá/PR,590.85
PA,Quatipuru/PA,244.9
RJ,Quatis/RJ,535.96
PR,Quatro Barras/PR,800.4
RS,Quatro Irmãos/RS,602.95
PR,Quatro Pontes/PR,1093.43
SP,Quatá/SP,648.64
AL,Quebrangulo/AL,224.78
PR,Quedas do Iguaçu/PR,586.88
PI,Queimada Nova/PI,168.78
BA,Queimadas/BA,245.7
PB,Queimadas/PB,292.5
RJ,Queimados/RJ,484.4
SP,Queiroz/SP,491.84
SP,Queluz/SP,500.25
MG,Queluzito/MG,513.72
PR,Querência do Norte/PR,509.13
MT,Querência/MT,628.89
RS,Quevedos/RS,509.07
BA,Quijingue/BA,228.71
SC,Quilombo/SC,672.58
PR,Quinta do Sol/PR,583.64
SP,Quintana/SP,581.09
RS,Quinze de Novembro/RS,1046.11
PE,Quipapá/PE,215.92
GO,Quirinópolis/GO,761.68
RJ,Quissamã/RJ,616.31
PR,Quitandinha/PR,452.08
CE,Quiterianópolis/CE,208.58
PB,Quixaba/PB,267.39
PE,Quixaba/PE,216.87
BA,Quixabeira/BA,241.1
CE,Quixadá/CE,317.66
CE,Quixelô/CE,242.27
CE,Quixeramobim/CE,317.45
CE,Quixeré/CE,260.79
RN,Rafael Fernandes/RN,311.04
RN,Rafael Godeiro/RN,300.88
BA,Rafael Jambeiro/BA,226.94
SP,Rafard/SP,717.07
PR,Ramilândia/PR,426.7
SP,Rancharia/SP,707.37
PR,Rancho Alegre D'Oeste/PR,528.21
PR,Rancho Alegre/PR,590.51
SC,Rancho Queimado/SC,813.8
MA,Raposa/MA,274.0
MG,Raposos/MG,646.62
MG,Raul Soares/MG,480.45
PR,Realeza/PR,704.94
PR,Rebouças/PR,449.27
PE,Recife/PE,1144.26
MG,Recreio/MG,510.95
TO,Recursolândia/TO,168.85
RS,Redentora/RS,346.4
SP,Redenção da Serra/SP,411.77
PI,Redenção do Gurguéia/PI,255.92
CE,Redenção/CE,273.08
PA,Redenção/PA,529.54
MG,Reduto/MG,449.53
PI,Regeneração/PI,299.65
SP,Regente Feijó/SP,774.14
SP,Reginópolis/SP,685.32
SP,Registro/SP,699.41
RS,Relvado/RS,935.8
BA,Remanso/BA,275.22
PB,Remígio/PB,319.14
PR,Renascença/PR,831.49
CE,Reriutaba/CE,260.65
MG,Resende Costa/MG,580.66
RJ,Resende/RJ,915.21
MT,Reserva do Cabaçal/MT,434.88
PR,Reserva do Iguaçu/PR,419.62
PR,Reserva/PR,457.88
MG,Resplendor/MG,504.18
MG,Ressaquinha/MG,424.03
RS,Restinga Sêca/RS,660.14
SP,Restinga/SP,499.24
BA,Retirolândia/BA,293.01
MG,Riachinho/MG,290.89
TO,Riachinho/TO,182.97
PI,Riacho Frio/PI,161.99
RN,Riacho da Cruz/RN,237.37
PE,Riacho das Almas/PE,306.61
BA,Riacho de Santana/BA,281.05
RN,Riacho de Santana/RN,237.37
PB,Riacho de Santo Antônio/PB,275.73
PB,Riacho dos Cavalos/PB,239.15
MG,Riacho dos Machados/MG,255.57
RN,Riachuelo/RN,262.85
SE,Riachuelo/SE,317.28
BA,Riachão das Neves/BA,212.09
PB,Riachão do Bacamarte/PB,262.31
SE,Riachão do Dantas/SE,212.37
BA,Riachão do Jacuípe/BA,311.47
PB,Riachão do Poço/PB,225.44
MA,Riachão/MA,281.53
PB,Riachão/PB,197.04
GO,Rialma/GO,616.74
GO,Rianápolis/GO,529.17
MA,Ribamar Fiquene/MA,317.75
MS,Ribas do Rio Pardo/MS,552.58
BA,Ribeira do Amparo/BA,183.12
PI,Ribeira do Piauí/PI,185.05
BA,Ribeira do Pombal/BA,332.86
SP,Ribeira/SP,416.85
PI,Ribeiro Gonçalves/PI,274.79
SP,Ribeirão Bonito/SP,673.96
SP,Ribeirão Branco/SP,318.44
MT,Ribeirão Cascalheira/MT,512.31
PR,Ribeirão Claro/PR,639.91
SP,Ribeirão Corrente/SP,579.04
SP,Ribeirão Grande/SP,436.21
SP,Ribeirão Pires/SP,847.11
SP,Ribeirão Preto/SP,1314.04
MG,Ribeirão Vermelho/MG,617.88
MG,Ribeirão das Neves/MG,479.77
BA,Ribeirão do Largo/BA,271.68
PR,Ribeirão do Pinhal/PR,563.87
SP,Ribeirão do Sul/SP,866.43
SP,Ribeirão dos Índios/SP,489.94
PE,Ribeirão/PE,324.47
MT,Ribeirãozinho/MT,599.35
SE,Ribeirópolis/SE,357.17
SP,Rifaina/SP,677.62
SP,Rincão/SP,626.27
SP,Rinópolis/SP,606.9
MG,Rio Acima/MG,582.71
PR,Rio Azul/PR,740.31
ES,Rio Bananal/ES,550.55
PR,Rio Bom/PR,524.89
PR,Rio Bonito do Iguaçu/PR,405.76
RJ,Rio Bonito/RJ,643.54
PR,Rio Branco do Ivaí/PR,387.85
PR,Rio Branco do Sul/PR,548.8
AC,Rio Branco/AC,744.67
MT,Rio Branco/MT,626.09
MS,Rio Brilhante/MS,705.6
MG,Rio Casca/MG,460.2
RJ,Rio Claro/RJ,623.62
SP,Rio Claro/SP,1049.16
RO,Rio Crespo/RO,420.61
MG,Rio Doce/MG,439.86
MG,Rio Espera/MG,286.36
PE,Rio Formoso/PE,264.16
SC,Rio Fortuna/SC,1570.51
SP,Rio Grande da Serra/SP,563.57
PI,Rio Grande do Piauí/PI,248.87
RS,Rio Grande/RS,859.2
AL,Rio Largo/AL,369.11
MG,Rio Manso/MG,536.99
PA,Rio Maria/PA,460.83
SC,Rio Negrinho/SC,664.58
MS,Rio Negro/MS,631.11
PR,Rio Negro/PR,709.13
ES,Rio Novo do Sul/ES,594.24
MG,Rio Novo/MG,519.69
MG,Rio Paranaíba/MG,727.2
MG,Rio Pardo de Minas/MG,306.96
RS,Rio Pardo/RS,633.1
MG,Rio Piracicaba/MG,516.18
MG,Rio Pomba/MG,601.31
AM,Rio Preto da Eva/AM,315.24
MG,Rio Preto/MG,501.52
GO,Rio Quente/GO,649.71
BA,Rio Real/BA,274.86
SC,Rio Rufino/SC,463.38
TO,Rio Sono/TO,285.17
PB,Rio Tinto/PB,264.5
MS,Rio Verde de Mato Grosso/MS,570.74
GO,Rio Verde/GO,936.75
MG,Rio Vermelho/MG,271.44
TO,Rio da Conceição/TO,256.83
SC,Rio das Antas/SC,737.53
RJ,Rio das Flores/RJ,499.13
RJ,Rio das Ostras/RJ,1051.19
SP,Rio das Pedras/SP,804.0
BA,Rio de Contas/BA,294.83
RJ,Rio de Janeiro/RJ,1492.63
BA,Rio do Antônio/BA,252.98
SC,Rio do Campo/SC,803.46
RN,Rio do Fogo/RN,239.1
SC,Rio do Oeste/SC,957.34
BA,Rio do Pires/BA,274.58
MG,Rio do Prado/MG,283.37
SC,Rio do Sul/SC,1114.31
TO,Rio dos Bois/TO,310.91
SC,Rio dos Cedros/SC,795.95
RS,Rio dos Índios/RS,442.12
SP,Riolândia/SP,539.22
RS,Riozinho/RS,587.62
SC,Riqueza/SC,629.81
MG,Ritápolis/MG,453.87
SP,Riversul/SP,412.42
RS,Roca Sales/RS,865.23
MG,Rochedo de Minas/MG,494.36
MS,Rochedo/MS,538.26
RS,Rodeio Bonito/RS,767.63
SC,Rodeio/SC,958.15
MG,Rodeiro/MG,635.26
BA,Rodelas/BA,271.59
RN,Rodolfo Fernandes/RN,263.32
AC,Rodrigues Alves/AC,200.58
RS,Rolador/RS,537.31
RS,Rolante/RS,656.75
RO,Rolim de Moura/RO,657.65
PR,Rolândia/PR,819.52
MG,Romaria/MG,716.47
SC,Romelândia/SC,791.78
PR,Roncador/PR,500.36
RS,Ronda Alta/RS,746.52
RS,Rondinha/RS,1022.85
MT,Rondolândia/MT,375.85
PA,Rondon do Pará/PA,346.74
PR,Rondon/PR,724.58
MT,Rondonópolis/MT,843.62
RS,Roque Gonzales/RS,575.83
RR,Rorainópolis/RR,284.22
SP,Rosana/SP,843.59
SP,Roseira/SP,588.39
MT,Rosário Oeste/MT,465.66
MG,Rosário da Limeira/MG,465.89
SE,Rosário do Catete/SE,341.06
PR,Rosário do Ivaí/PR,422.97
RS,Rosário do Sul/RS,643.97
MA,Rosário/MA,271.65
AL,Roteiro/AL,208.84
MG,Rubelita/MG,248.99
GO,Rubiataba/GO,573.0
MG,Rubim/MG,311.79
SP,Rubinéia/SP,676.48
SP,Rubiácea/SP,565.62
PA,Rurópolis/PA,242.49
CE,Russas/CE,372.43
BA,Ruy Barbosa/BA,301.42
RN,Ruy Barbosa/RN,241.96
MG,Sabará/MG,619.93
SP,Sabino/SP,655.4
MG,Sabinópolis/MG,420.36
CE,Saboeiro/CE,220.94
PR,Sabáudia/PR,663.2
MG,Sacramento/MG,732.35
RS,Sagrada Família/RS,513.97
SP,Sagres/SP,592.88
PE,Sairé/PE,297.91
RS,Saldanha Marinho/RS,823.55
SP,Sales Oliveira/SP,789.73
SP,Sales/SP,654.79
SP,Salesópolis/SP,576.55
SC,Salete/SC,784.32
PB,Salgadinho/PB,217.39
PE,Salgadinho/PE,198.91
PR,Salgado Filho/PR,557.15
PB,Salgado de São Félix/PB,217.45
SE,Salgado/SE,311.33
PE,Salgueiro/PE,441.79
BA,Salinas da Margarida/BA,286.45
MG,Salinas/MG,613.65
PA,Salinópolis/PA,398.58
CE,Salitre/CE,176.75
SP,Salmourão/SP,544.52
PE,Saloá/PE,259.1
SC,Saltinho/SC,427.12
SP,Saltinho/SP,967.88
SP,Salto Grande/SP,499.65
SC,Salto Veloso/SC,1011.21
MG,Salto da Divisa/MG,306.04
SP,Salto de Pirapora/SP,618.93
MT,Salto do Céu/MT,488.7
PR,Salto do Itararé/PR,490.56
RS,Salto do Jacuí/RS,596.84
PR,Salto do Lontra/PR,650.57
SP,Salto/SP,876.67
RS,Salvador das Missões/RS,663.26
RS,Salvador do Sul/RS,852.02
BA,Salvador/BA,973.0
PA,Salvaterra/PA,296.28
MA,Sambaíba/MA,233.92
TO,Sampaio/TO,239.06
RS,Sananduva/RS,931.29
GO,Sanclerlândia/GO,727.33
TO,Sandolândia/TO,393.98
SP,Sandovalina/SP,502.4
SC,Sangão/SC,730.38
PE,Sanharó/PE,267.58
RS,Sant'Ana do Livramento/RS,685.04
SP,Santa Adélia/SP,853.14
SP,Santa Albertina/SP,686.89
PR,Santa Amélia/PR,470.75
SP,Santa Branca/SP,645.59
BA,Santa Brígida/BA,220.77
SP,Santa Bárbara d'Oeste/SP,863.02
GO,Santa Bárbara de Goiás/GO,508.41
MG,Santa Bárbara do Leste/MG,351.59
MG,Santa Bárbara do Monte Verde/MG,371.34
PA,Santa Bárbara do Pará/PA,287.25
RS,Santa Bárbara do Sul/RS,689.09
MG,Santa Bárbara do Tugúrio/MG,370.7
BA,Santa Bárbara/BA,251.87
MG,Santa Bárbara/MG,535.84
MT,Santa Carmem/MT,635.43
PR,Santa Cecília do Pavão/PR,553.12
RS,Santa Cecília do Sul/RS,1029.23
PB,Santa Cecília/PB,197.49
SC,Santa Cecília/SC,610.94
SP,Santa Clara d'Oeste/SP,672.98
RS,Santa Clara do Sul/RS,833.67
BA,Santa Cruz Cabrália/BA,388.28
PE,Santa Cruz da Baixa Verde/PE,256.26
SP,Santa Cruz da Conceição/SP,1400.46
SP,Santa Cruz da Esperança/SP,700.57
BA,Santa Cruz da Vitória/BA,282.42
SP,Santa Cruz das Palmeiras/SP,829.66
GO,Santa Cruz de Goiás/GO,624.37
MG,Santa Cruz de Minas/MG,485.28
PR,Santa Cruz de Monte Castelo/PR,552.67
MG,Santa Cruz de Salinas/MG,242.55
PA,Santa Cruz do Arari/PA,161.13
PE,Santa Cruz do Capibaribe/PE,507.05
MG,Santa Cruz do Escalvado/MG,374.23
PI,Santa Cruz do Piauí/PI,278.49
SP,Santa Cruz do Rio Pardo/SP,818.3
RS,Santa Cruz do Sul/RS,1036.87
MT,Santa Cruz do Xingu/MT,639.44
PI,Santa Cruz dos Milagres/PI,208.49
PB,Santa Cruz/PB,291.16
PE,Santa Cruz/PE,206.07
RN,Santa Cruz/RN,327.61
MG,Santa Efigênia de Minas/MG,293.27
SP,Santa Ernestina/SP,688.24
MA,Santa Filomena do Maranhão/MA,140.76
PE,Santa Filomena/PE,175.48
PI,Santa Filomena/PI,216.61
GO,Santa Fé de Goiás/GO,635.23
MG,Santa Fé de Minas/MG,313.25
TO,Santa Fé do Araguaia/TO,342.15
SP,Santa Fé do Sul/SP,924.06
PR,Santa Fé/PR,709.44
SP,Santa Gertrudes/SP,718.03
GO,Santa Helena de Goiás/GO,769.09
MG,Santa Helena de Minas/MG,218.43
MA,Santa Helena/MA,217.94
PB,Santa Helena/PB,277.52
PR,Santa Helena/PR,791.53
SC,Santa Helena/SC,644.48
BA,Santa Inês/BA,280.25
MA,Santa Inês/MA,411.04
PB,Santa Inês/PB,229.72
PR,Santa Inês/PR,533.95
PR,Santa Isabel do Ivaí/PR,610.69
AM,Santa Isabel do Rio Negro/AM,141.04
GO,Santa Isabel/GO,480.67
SP,Santa Isabel/SP,623.11
PR,Santa Izabel do Oeste/PR,540.49
PA,Santa Izabel do Pará/PA,384.17
MG,Santa Juliana/MG,735.0
ES,Santa Leopoldina/ES,445.57
PI,Santa Luz/PI,228.71
RO,Santa Luzia D'Oeste/RO,476.08
SE,Santa Luzia do Itanhy/SE,194.24
AL,Santa Luzia do Norte/AL,295.95
MA,Santa Luzia do Paruá/MA,301.39
PA,Santa Luzia do Pará/PA,217.11
BA,Santa Luzia/BA,267.88
MA,Santa Luzia/MA,210.3
MG,Santa Luzia/MG,557.62
PB,Santa Luzia/PB,379.3
PR,Santa Lúcia/PR,578.04
SP,Santa Lúcia/SP,609.37
RS,Santa Margarida do Sul/RS,588.3
MG,Santa Margarida/MG,416.11
RJ,Santa Maria Madalena/RJ,522.66
PE,Santa Maria da Boa Vista/PE,267.86
SP,Santa Maria da Serra/SP,578.55
BA,Santa Maria da Vitória/BA,318.31
PA,Santa Maria das Barreiras/PA,253.55
MG,Santa Maria de Itabira/MG,382.99
ES,Santa Maria de Jetibá/ES,603.33
PE,Santa Maria do Cambucá/PE,279.1
RS,Santa Maria do Herval/RS,689.47
PR,Santa Maria do Oeste/PR,334.84
PA,Santa Maria do Pará/PA,323.98
MG,Santa Maria do Salto/MG,321.15
MG,Santa Maria do Suaçuí/MG,401.16
TO,Santa Maria do Tocantins/TO,334.09
RN,Santa Maria/RN,251.9
RS,Santa Maria/RS,1127.25
PR,Santa Mariana/PR,564.1
SP,Santa Mercedes/SP,561.64
PR,Santa Mônica/PR,614.27
MA,Santa Quitéria do Maranhão/MA,168.77
CE,Santa Quitéria/CE,238.84
SP,Santa Rita d'Oeste/SP,666.14
MG,Santa Rita de Caldas/MG,597.4
BA,Santa Rita de Cássia/BA,267.32
MG,Santa Rita de Ibitipoca/MG,391.79
MG,Santa Rita de Jacutinga/MG,535.45
MG,Santa Rita de Minas/MG,395.61
GO,Santa Rita do Araguaia/GO,634.76
MG,Santa Rita do Itueto/MG,352.98
GO,Santa Rita do Novo Destino/GO,425.3
MS,Santa Rita do Pardo/MS,471.42
SP,Santa Rita do Passa Quatro/SP,930.59
MG,Santa Rita do Sapucaí/MG,738.4
TO,Santa Rita do Tocantins/TO,402.99
MT,Santa Rita do Trivelato/MT,790.41
MA,Santa Rita/MA,249.26
PB,Santa Rita/PB,328.16
MG,Santa Rosa da Serra/MG,603.01
GO,Santa Rosa de Goiás/GO,438.54
SC,Santa Rosa de Lima/SC,731.43
SE,Santa Rosa de Lima/SE,213.07
SP,Santa Rosa de Viterbo/SP,829.2
PI,Santa Rosa do Piauí/PI,229.29
AC,Santa Rosa do Purus/AC,201.58
SC,Santa Rosa do Sul/SC,630.29
TO,Santa Rosa do Tocantins/TO,284.63
RS,Santa Rosa/RS,863.61
SP,Santa Salete/SP,673.2
ES,Santa Teresa/ES,716.25
BA,Santa Teresinha/BA,243.04
PB,Santa Teresinha/PB,306.95
GO,Santa Tereza de Goiás/GO,416.11
PR,Santa Tereza do Oeste/PR,573.27
TO,Santa Tereza do Tocantins/TO,373.96
RS,Santa Tereza/RS,935.56
GO,Santa Terezinha de Goiás/GO,447.39
PR,Santa Terezinha de Itaipu/PR,688.34
SC,Santa Terezinha do Progresso/SC,572.73
TO,Santa Terezinha do Tocantins/TO,301.14
MT,Santa Terezinha/MT,326.47
PE,Santa Terezinha/PE,229.83
SC,Santa Terezinha/SC,421.9
RS,Santa Vitória do Palmar/RS,657.76
MG,Santa Vitória/MG,698.7
BA,Santaluz/BA,260.09
RS,Santana da Boa Vista/RS,404.01
SP,Santana da Ponte Pensa/SP,856.78
MG,Santana da Vargem/MG,553.7
MG,Santana de Cataguases/MG,437.81
PB,Santana de Mangueira/PB,166.28
SP,Santana de Parnaíba/SP,1858.69
MG,Santana de Pirapama/MG,373.14
CE,Santana do Acaraú/CE,224.83
PA,Santana do Araguaia/PA,316.81
CE,Santana do Cariri/CE,212.7
MG,Santana do Deserto/MG,484.73
MG,Santana do Garambéu/MG,452.48
AL,Santana do Ipanema/AL,293.85
PR,Santana do Itararé/PR,467.18
MG,Santana do Jacaré/MG,470.2
MG,Santana do Manhuaçu/MG,383.28
MA,Santana do Maranhão/MA,127.77
RN,Santana do Matos/RN,258.64
AL,Santana do Mundaú/AL,194.87
MG,Santana do Paraíso/MG,495.81
PI,Santana do Piauí/PI,228.52
MG,Santana do Riacho/MG,432.77
RN,Santana do Seridó/RN,325.16
SE,Santana do São Francisco/SE,236.25
PB,Santana dos Garrotes/PB,274.26
MG,Santana dos Montes/MG,352.48
AP,Santana/AP,469.24
BA,Santana/BA,304.18
BA,Santanópolis/BA,263.19
PA,Santarém Novo/PA,203.0
PA,Santarém/PA,409.07
SC,Santiago do Sul/SC,756.0
RS,Santiago/RS,828.78
MT,Santo Afonso/MT,472.29
SC,Santo Amaro da Imperatriz/SC,867.13
SE,Santo Amaro das Brotas/SE,362.46
MA,Santo Amaro do Maranhão/MA,135.04
BA,Santo Amaro/BA,392.75
SP,Santo Anastácio/SP,726.34
PB,Santo André/PB,273.72
SP,Santo André/SP,1304.31
SP,Santo Antônio da Alegria/SP,585.63
GO,Santo Antônio da Barra/GO,502.83
RS,Santo Antônio da Patrulha/RS,696.41
PR,Santo Antônio da Platina/PR,765.04
RS,Santo Antônio das Missões/RS,522.77
GO,Santo Antônio de Goiás/GO,574.63
BA,Santo Antônio de Jesus/BA,540.38
PI,Santo Antônio de Lisboa/PI,329.44
SP,Santo Antônio de Posse/SP,695.67
RJ,Santo Antônio de Pádua/RJ,657.53
MG,Santo Antônio do Amparo/MG,431.56
SP,Santo Antônio do Aracanguá/SP,662.71
MG,Santo Antônio do Aventureiro/MG,485.5
PR,Santo Antônio do Caiuá/PR,455.52
GO,Santo Antônio do Descoberto/GO,449.39
MG,Santo Antônio do Grama/MG,393.12
MG,Santo Antônio do Itambé/MG,225.85
AM,Santo Antônio do Içá/AM,122.21
MG,Santo Antônio do Jacinto/MG,286.56
SP,Santo Antônio do Jardim/SP,635.11
MT,Santo Antônio do Leste/MT,481.45
MT,Santo Antônio do Leverger/MT,460.13
MG,Santo Antônio do Monte/MG,781.49
RS,Santo Antônio do Palma/RS,1069.61
PR,Santo Antônio do Paraíso/PR,561.33
SP,Santo Antônio do Pinhal/SP,569.08
RS,Santo Antônio do Planalto/RS,626.67
MG,Santo Antônio do Retiro/MG,183.75
MG,Santo Antônio do Rio Abaixo/MG,370.28
PR,Santo Antônio do Sudoeste/PR,585.95
PA,Santo Antônio do Tauá/PA,331.12
MA,Santo Antônio dos Lopes/MA,240.2
PI,Santo Antônio dos Milagres/PI,208.58
RN,Santo Antônio/RN,323.81
RS,Santo Augusto/RS,866.86
RS,Santo Cristo/RS,832.4
BA,Santo Estêvão/BA,358.13
RS,Santo Expedito do Sul/RS,547.94
SP,Santo Expedito/SP,497.6
MG,Santo Hipólito/MG,431.72
PI,Santo Inácio do Piauí/PI,235.42
PR,Santo Inácio/PR,829.4
RS,Santo Ângelo/RS,936.27
MG,Santos Dumont/MG,578.64
SP,Santos/SP,1693.65
SP,Santópolis do Aguapeí/SP,551.5
BA,Sapeaçu/BA,338.34
MT,Sapezal/MT,892.71
RS,Sapiranga/RS,713.99
PR,Sapopema/PR,603.35
RS,Sapucaia do Sul/RS,733.28
PA,Sapucaia/PA,426.86
RJ,Sapucaia/RJ,558.94
MG,Sapucaí-Mirim/MG,497.65
PB,Sapé/PB,266.29
RJ,Saquarema/RJ,681.62
PR,Sarandi/PR,554.48
RS,Sarandi/RS,1000.86
SP,Sarapuí/SP,619.86
MG,Sardoá/MG,321.6
SP,Sarutaiá/SP,548.61
MG,Sarzedo/MG,648.26
AL,Satuba/AL,377.42
MA,Satubinha/MA,131.73
BA,Saubara/BA,265.17
PR,Saudade do Iguaçu/PR,604.56
SC,Saudades/SC,719.94
BA,Saúde/BA,238.81
SC,Schroeder/SC,852.5
BA,Seabra/BA,310.95
SC,Seara/SC,1188.18
SP,Sebastianópolis do Sul/SP,840.63
PI,Sebastião Barros/PI,189.25
BA,Sebastião Laranjeiras/BA,276.29
PI,Sebastião Leal/PI,198.01
RS,Seberi/RS,645.51
RS,Sede Nova/RS,856.09
RS,Segredo/RS,528.42
RS,Selbach/RS,1055.91
MS,Selvíria/MS,510.94
MG,Sem-Peixe/MG,386.22
AC,Sena Madureira/AC,320.8
MA,Senador Alexandre Costa/MA,203.17
MG,Senador Amaral/MG,385.29
GO,Senador Canedo/GO,537.58
MG,Senador Cortes/MG,581.34
RN,Senador Elói de Souza/RN,207.76
MG,Senador Firmino/MG,426.49
RN,Senador Georgino Avelino/RN,234.85
AC,Senador Guiomard/AC,455.06
MG,Senador José Bento/MG,493.87
PA,Senador José Porfírio/PA,219.97
MA,Senador La Rocque/MA,277.19
MG,Senador Modestino Gonçalves/MG,271.55
CE,Senador Pompeu/CE,283.8
AL,Senador Rui Palmeira/AL,159.61
RS,Senador Salgado Filho/RS,628.28
CE,Senador Sá/CE,214.23
PR,Sengés/PR,479.7
BA,Senhor do Bonfim/BA,422.89
MG,Senhora de Oliveira/MG,339.95
MG,Senhora do Porto/MG,324.4
MG,Senhora dos Remédios/MG,292.26
RS,Sentinela do Sul/RS,519.1
BA,Sento Sé/BA,222.84
RS,Serafina Corrêa/RS,877.24
MG,Sericita/MG,338.3
RO,Seringueiras/RO,441.13
MG,Seritinga/MG,476.43
RJ,Seropédica/RJ,604.82
SC,Serra Alta/SC,893.35
MG,Serra Azul de Minas/MG,226.22
SP,Serra Azul/SP,613.57
PB,Serra Branca/PB,330.05
RN,Serra Caiada/RN,247.77
BA,Serra Dourada/BA,228.74
PB,Serra Grande/PB,244.05
RN,Serra Negra do Norte/RN,292.16
SP,Serra Negra/SP,927.39
MT,Serra Nova Dourada/MT,422.66
BA,Serra Preta/BA,232.52
PB,Serra Redonda/PB,268.53
PE,Serra Talhada/PE,407.34
PB,Serra da Raiz/PB,278.22
MG,Serra da Saudade/MG,494.31
RN,Serra de São Bento/RN,247.06
RN,Serra do Mel/RN,284.48
AP,Serra do Navio/AP,484.63
BA,Serra do Ramalho/BA,216.59
MG,Serra do Salitre/MG,715.23
MG,Serra dos Aimorés/MG,464.82
ES,Serra/ES,705.89
SP,Serrana/SP,677.75
MG,Serrania/MG,470.34
MA,Serrano do Maranhão/MA,123.44
MG,Serranos/MG,425.18
MG,Serranópolis de Minas/MG,351.46
PR,Serranópolis do Iguaçu/PR,1012.88
GO,Serranópolis/GO,677.06
PB,Serraria/PB,224.2
RN,Serrinha dos Pintos/RN,252.46
BA,Serrinha/BA,367.73
RN,Serrinha/RN,240.51
PE,Serrita/PE,233.56
MG,Serro/MG,457.27
BA,Serrolândia/BA,261.29
PR,Sertaneja/PR,725.23
PR,Sertanópolis/PR,701.27
PE,Sertânia/PE,337.53
RS,Sertão Santana/RS,783.19
RS,Sertão/RS,827.95
PB,Sertãozinho/PB,252.11
SP,Sertãozinho/SP,953.23
SP,Sete Barras/SP,459.28
MG,Sete Lagoas/MG,809.26
MS,Sete Quedas/MS,487.0
RS,Sete de Setembro/RS,557.15
MG,Setubinha/MG,224.63
RN,Severiano Melo/RN,293.49
RS,Severiano de Almeida/RS,791.5
SP,Severínia/SP,657.45
SC,Siderópolis/SC,855.02
MS,Sidrolândia/MS,599.76
PI,Sigefredo Pacheco/PI,200.91
RJ,Silva Jardim/RJ,476.99
TO,Silvanópolis/TO,423.43
RS,Silveira Martins/RS,817.67
SP,Silveiras/SP,475.69
MG,Silveirânia/MG,441.85
AM,Silves/AM,238.53
MG,Silvianópolis/MG,647.64
GO,Silvânia/GO,708.82
GO,Simolândia/GO,324.26
MG,Simonésia/MG,383.01
PI,Simplício Mendes/PI,362.56
SE,Simão Dias/SE,293.99
MG,Simão Pereira/MG,442.7
BA,Simões Filho/BA,431.97
PI,Simões/PI,261.23
RS,Sinimbu/RS,610.76
MT,Sinop/MT,877.68
PR,Siqueira Campos/PR,655.16
PE,Sirinhaém/PE,273.75
SE,Siriri/SE,268.51
BA,Sobradinho/BA,344.74
RS,Sobradinho/RS,775.79
PB,Sobrado/PB,210.08
CE,Sobral/CE,448.89
MG,Sobrália/MG,357.73
PI,Socorro do Piauí/PI,195.08
SP,Socorro/SP,785.71
MG,Soledade de Minas/MG,526.23
PB,Soledade/PB,330.05
RS,Soledade/RS,737.92
PE,Solidão/PE,240.64
CE,Solonópole/CE,269.25
PB,Solânea/PB,318.38
SC,Sombrio/SC,746.69
MS,Sonora/MS,648.07
ES,Sooretama/ES,457.49
SP,Sorocaba/SP,1107.19
MT,Sorriso/MT,988.74
PB,Sossêgo/PB,218.2
PA,Soure/PA,300.59
PB,Sousa/PB,443.81
BA,Souto Soares/BA,220.67
MA,Sucupira do Norte/MA,210.88
MA,Sucupira do Riachão/MA,226.96
TO,Sucupira/TO,386.22
SP,Sud Mennucci/SP,813.95
SC,Sul Brasil/SC,674.87
PR,Sulina/PR,563.32
SP,Sumaré/SP,820.03
RJ,Sumidouro/RJ,479.46
PB,Sumé/PB,339.68
PE,Surubim/PE,372.11
PI,Sussuapara/PI,265.42
SP,Suzano/SP,654.61
SP,Suzanápolis/SP,500.45
BA,Sátiro Dias/BA,208.2
MA,São Benedito do Rio Preto/MA,147.34
PE,São Benedito do Sul/PE,178.27
CE,São Benedito/CE,263.94
PB,São Bentinho/PB,286.99
MG,São Bento Abade/MG,458.65
RN,São Bento do Norte/RN,231.17
SP,São Bento do Sapucaí/SP,701.89
SC,São Bento do Sul/SC,923.29
TO,São Bento do Tocantins/TO,324.27
